"site","burial","age","section","half_A_B","half_C_D","element_1","total_element"
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","SB",58
"NOGR","26n","Adult ","central","half_B","half_D","UL",1
"NOGR","26n","Adult ","central","half_A","half_D","LL",1
"NOGR","26n","Adult ","central","half_A","half_D","CB",2
"NOGR","26n","Adult ","central","half_A","half_D","CB",2
"NOGR","26n","Adult ","central","half_A","half_D","T",1
"NOGR","26n","Adult ","central","half_A","half_D","T",4
"NOGR","26n","Adult ","central","half_A","half_D","T",4
"NOGR","26n","Adult ","central","half_A","half_D","T",4
"NOGR","26n","Adult ","central","half_A","half_D","T",4
"NOGR","26n","Adult ","central","half_A","half_D","LL",1
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",10
"NOGR","26n","Adult ","central","half_A","half_D","T",1
"NOGR","26n","Adult ","central","half_A","half_D","UL",1
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","CB",20
"NOGR","26n","Adult ","central","half_A","half_D","UL",5
"NOGR","26n","Adult ","central","half_A","half_D","UL",5
"NOGR","26n","Adult ","central","half_A","half_D","UL",5
"NOGR","26n","Adult ","central","half_A","half_D","UL",5
"NOGR","26n","Adult ","central","half_A","half_D","UL",5
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_D","SB",94
"NOGR","26n","Adult ","central","half_A","half_C","CB",2
"NOGR","26n","Adult ","central","half_A","half_C","CB",2
"NOGR","26n","Adult ","central","half_A","half_C","CB",1
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",8
"NOGR","26n","Adult ","central","half_A","half_C","T",1
"NOGR","26n","Adult ","central","half_A","half_C","T",1
"NOGR","26n","Adult ","central","half_A","half_C","SB",1
"NOGR","26n","Adult ","central","half_A","half_C","LL",1
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_A","half_C","SB",51
"NOGR","26n","Adult ","central","half_B","half_C","CB",5
"NOGR","26n","Adult ","central","half_B","half_C","CB",5
"NOGR","26n","Adult ","central","half_B","half_C","CB",5
"NOGR","26n","Adult ","central","half_B","half_C","CB",5
"NOGR","26n","Adult ","central","half_B","half_C","CB",5
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","T",10
"NOGR","26n","Adult ","central","half_B","half_C","UL",1
"NOGR","26n","Adult ","central","half_B","half_C","LL",1
"NOGR","26n","Adult ","central","half_B","half_C","T",1
"NOGR","26n","Adult ","central","half_B","half_C","LL",1
"NOGR","26n","Adult ","central","half_B","half_C","T",2
"NOGR","26n","Adult ","central","half_B","half_C","T",2
"NOGR","26n","Adult ","central","half_B","half_C","T",1
"NOGR","26n","Adult ","central","half_B","half_C","LL",1
"NOGR","26n","Adult ","central","half_B","half_C","UL",2
"NOGR","26n","Adult ","central","half_B","half_C","UL",2
"NOGR","26n","Adult ","central","half_B","half_C","LL",2
"NOGR","26n","Adult ","central","half_B","half_C","LL",2
"NOGR","26n","Adult ","central","half_B","half_C","UL",1
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_C","SB",48
"NOGR","26n","Adult ","central","half_B","half_D","UL",1
"NOGR","26n","Adult ","central","half_B","half_D","T",3
"NOGR","26n","Adult ","central","half_B","half_D","T",3
"NOGR","26n","Adult ","central","half_B","half_D","T",3
"NOGR","26n","Adult ","central","half_B","half_D","CB",1
"NOGR","26n","Adult ","central","half_B","half_D","CB",1
"NOGR","26n","Adult ","central","half_B","half_D","T",1
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","CB",15
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","T",9
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","UL",10
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_B","half_D","SB",70
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","CB",7
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",8
"NOGR","26n","Adult ","central","half_A","half_D","T",1
"NOGR","26n","Adult ","central","half_A","half_D","CB",2
"NOGR","26n","Adult ","central","half_A","half_D","CB",2
"NOGR","26n","Adult ","central","half_A","half_D","LL",1
"NOGR","26n","Adult ","central","half_A","half_D","UL",1
"NOGR","26n","Adult ","central","half_A","half_D","LL",2
"NOGR","26n","Adult ","central","half_A","half_D","LL",2
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","SB",31
"NOGR","26n","Adult ","central","half_A","half_D","UL",1
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
"NOGR","26n","Adult ","central","half_A","half_C","CB",23
