"site","burial","age","section","half_A_B","half_C_D","element_1","total_element"
"NOGR","36","Adult ","central","half_B","half_D","LL",11
"NOGR","36","Adult ","central","half_B","half_D","LL",11
"NOGR","36","Adult ","central","half_B","half_D","LL",11
"NOGR","36","Adult ","upper","half_B","half_D","UL",1
"NOGR","36","Adult ","central","half_B","half_D","UL",1
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","CB",12
"NOGR","36","Adult ","central","half_B","half_D","T",5
"NOGR","36","Adult ","central","half_B","half_D","T",5
"NOGR","36","Adult ","central","half_B","half_D","T",5
"NOGR","36","Adult ","central","half_B","half_D","T",5
"NOGR","36","Adult ","central","half_B","half_D","T",5
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_B","half_D","SB",18
"NOGR","36","Adult ","central","half_A","half_D","T",3
"NOGR","36","Adult ","central","half_A","half_D","T",3
"NOGR","36","Adult ","central","half_A","half_D","T",3
"NOGR","36","Adult ","central","half_A","half_D","UL",1
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",7
"NOGR","36","Adult ","central","half_A","half_D","T",2
"NOGR","36","Adult ","central","half_A","half_D","T",2
"NOGR","36","Adult ","central","half_A","half_D","CB",1
"NOGR","36","Adult ","central","half_A","half_D","UL",1
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","T",18
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","CB",23
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","SB",57
"NOGR","36","Adult ","central","half_A","half_D","LL",1
"NOGR","36","Adult ","central","half_A","half_D","LL",2
"NOGR","36","Adult ","central","half_A","half_D","LL",2
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","UL",9
"NOGR","36","Adult ","central","half_A","half_C","LL",2
"NOGR","36","Adult ","central","half_A","half_C","LL",2
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","UL",1
"NOGR","36","Adult ","central","half_A","half_C","LL",1
"NOGR","36","Adult ","central","half_A","half_C","T",6
"NOGR","36","Adult ","central","half_A","half_C","T",6
"NOGR","36","Adult ","central","half_A","half_C","T",6
"NOGR","36","Adult ","central","half_A","half_C","T",6
"NOGR","36","Adult ","central","half_A","half_C","T",6
"NOGR","36","Adult ","central","half_A","half_C","T",6
"NOGR","36","Adult ","central","half_A","half_C","T",2
"NOGR","36","Adult ","central","half_A","half_C","T",2
"NOGR","36","Adult ","central","half_A","half_C","CB",1
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",4
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","CB",31
"NOGR","36","Adult ","central","half_A","half_C","T",1
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","T",42
"NOGR","36","Adult ","central","half_A","half_C","UL",2
"NOGR","36","Adult ","central","half_A","half_C","UL",2
"NOGR","36","Adult ","central","half_A","half_C","T",1
"NOGR","36","Adult ","central","half_A","half_C","LL",1
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","SB",25
"NOGR","36","Adult ","central","half_A","half_C","UL",1
"NOGR","36","Adult ","central","half_B","half_C","CB",2
"NOGR","36","Adult ","central","half_B","half_C","CB",2
"NOGR","36","Adult ","central","half_B","half_C","T",1
"NOGR","36","Adult ","central","half_B","half_C","CB",6
"NOGR","36","Adult ","central","half_B","half_C","CB",6
"NOGR","36","Adult ","central","half_B","half_C","CB",6
"NOGR","36","Adult ","central","half_B","half_C","CB",6
"NOGR","36","Adult ","central","half_B","half_C","CB",6
"NOGR","36","Adult ","central","half_B","half_C","CB",6
"NOGR","36","Adult ","central","half_B","half_C","CB",1
"NOGR","36","Adult ","central","half_B","half_C","T",3
"NOGR","36","Adult ","central","half_B","half_C","T",3
"NOGR","36","Adult ","central","half_B","half_C","T",3
"NOGR","36","Adult ","central","half_B","half_C","T",1
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","T",9
"NOGR","36","Adult ","central","half_B","half_C","UL",1
"NOGR","36","Adult ","central","half_B","half_C","UL",2
"NOGR","36","Adult ","central","half_B","half_C","UL",2
"NOGR","36","Adult ","central","half_B","half_C","LL",2
"NOGR","36","Adult ","central","half_B","half_C","LL",2
"NOGR","36","Adult ","central","half_B","half_C","CB",1
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",10
"NOGR","36","Adult ","central","half_B","half_C","SB",2
"NOGR","36","Adult ","central","half_B","half_C","SB",2
"NOGR","36","Adult ","central","half_B","half_D","UL",5
"NOGR","36","Adult ","central","half_B","half_D","UL",5
"NOGR","36","Adult ","central","half_B","half_D","UL",5
"NOGR","36","Adult ","central","half_B","half_D","UL",5
"NOGR","36","Adult ","central","half_B","half_D","UL",5
"NOGR","36","Adult ","central","half_B","half_D","UL",1
"NOGR","36","Adult ","central","half_B","half_D","T",1
"NOGR","36","Adult ","central","half_B","half_D","LL",1
"NOGR","36","Adult ","central","half_B","half_D","T",2
"NOGR","36","Adult ","central","half_B","half_D","T",2
"NOGR","36","Adult ","central","half_B","half_D","T",1
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","T",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",16
"NOGR","36","Adult ","central","half_B","half_D","CB",1
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_B","half_D","SB",82
"NOGR","36","Adult ","central","half_A","half_D","LL",1
"NOGR","36","Adult ","central","half_A","half_D","UL",1
"NOGR","36","Adult ","central","half_A","half_D","T",1
"NOGR","36","Adult ","central","half_A","half_D","T",1
"NOGR","36","Adult ","central","half_A","half_D","LL",1
"NOGR","36","Adult ","central","half_A","half_D","CB",1
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","CB",22
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","T",15
"NOGR","36","Adult ","central","half_A","half_D","LL",5
"NOGR","36","Adult ","central","half_A","half_D","LL",5
"NOGR","36","Adult ","central","half_A","half_D","LL",5
