site,burial,sex,age,layer,section,quadrant,half_A_B,half_C_D,component,element_1,element_2,bone,area,side,P1,P2,P3,mosaic,longitudinal,transversal,curved,bulls_eye,deformation,twisting,concretion,red_brown,yellow,green,manganese,cm_0_1,cm_1_2,cm_2_3,cm_3_4,cm_4_5,over_cm_5,weight_gr,total_element,total_urn,total_section,total_half_A_B,total_half_C_D
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),1,upper,4,half_A,half_D,Lo,LL,D,Fe,I,I,,,4,1,,,3,,,,3,1,,,,,,3,1,,,6.24,4,2908,711,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),1,upper,4,half_A,half_D,Lo,LL,D,Fe,I,I,,2,,,,,2,,,,2,,,,,,1,,1,,,2.83,2,2908,711,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),1,upper,4,half_A,half_D,Ir,UL,Car,Lun,I,I,,1,,,,,,,,,,,,,,,1,,,,,0.19,1,2908,711,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),1,upper,4,half_A,half_D,Ir,UL,Car,Tra,I,I,,,1,1,,,,,,,,,,,,1,,,,,,0.17,1,2908,711,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),1,upper,4,half_A,half_D,Lo,LL,D,Fi,I,I,,,1,,,1,,,,,1,,,,,,,1,,,,1.56,1,2908,711,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),1,upper,4,half_A,half_D,Lo,LL,D,Ti,I,I,,,1,1,1,1,1,,,,,,,,,,,1,,,,2.35,1,2908,711,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,6,half_B,half_C,F,UL,Sc,Sc,I,I,,,1,,,,1,,,,1,,,,,,,1,,,,0.55,1,2908,1333,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,6,half_B,half_C,Ir,UL,Car,Trap,I,R,,,1,,,,,,,,1,,,,,,1,,,,,0.38,1,2908,1333,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,F,CB,Cr,Mand,I,I,,,1,,,,,,,,1,,,,,,1,,,,,1,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,Lo,UL,Ep,I Ph/Ha,Di,I,,1,,,,,,,,,,,,,,1,,,,,,0.18,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,Lo,UL,Ep,I Ph/Ha,P,L,,,1,1,,,,,,,,,,,,,,1,,,,0.46,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,Ir,UL,Car,Lun,Lb,I,,,1,,,,,,,,1,,,,,,1,,,,,0.55,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,Ir,UL,Car,Ham,Hamul,I,,,1,,,,,,,,1,,,,,1,,,,,,0.16,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,Lo,LL,D,Ti,Ancr,I,,,1,1,,,,,,,1,,,,,,,,1,,,1.4,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,7,half_B,half_D,Lo,LL,D,Fi,I,I,,,1,1,1,,,,,,1,,,,,,,1,,,,2.47,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,8,half_A,half_D,F,CB,Cr,Fr,Or,R,,,1,1,1,,,,,,,,,,,,,,1,,,3.46,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,8,half_A,half_D,Lo,LL,D,Fi,I,I,,,1,1,1,1,,,1,,1,,,,,,,,,,1,4.53,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,8,half_A,half_D,F,UL,Sc,Sc,Acr,L,,,1,1,,1,1,,,,1,,,,,,,,1,,,3.48,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,8,half_A,half_D,F,UL,Sc,Sc,I,I,,,1,1,,,,,,,1,,,,,,,1,,,,0.92,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,8,half_A,half_D,F,LL,Oc,Il,I,I,,1,,,,,,,,,1,,,,,,,,,1,,9.78,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),2,central,8,half_A,half_D,Lo,UL,D,H,I,I,,,1,1,,,1,,1,,1,,,,,,,,1,,,3.92,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,9,half_A,half_C,Lo,UL,Ph,V Ph/Ha,Di,L,,,1,1,1,,,,,,,,,,,,1,,,,,0.18,1,2908,1333,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,9,half_A,half_C,Lo,LL,D,Fe,I,I,,1,,1,,,,,,,,,,,,,,1,,,,0.86,1,2908,1333,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,9,half_A,half_C,Lo,UL,D,H,I,I,,,1,,,,,,,,1,,,,,,,1,,,,2.08,1,2908,1333,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,10,half_B,half_C,Lo,LL,D,Ti,Ancr,I,,,1,1,1,,,,,,1,,,,,,,,,1,,4.38,1,2908,1333,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,10,half_B,half_C,Lo,UL,D,H,I,I,,,2,1,,,,,,,2,,,,,,,1,,1,,6.17,2,2908,1333,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,11,half_B,half_D,F,UL,Sc,Sc,I,I,,,1,,,1,,,,,1,,1,,,,,1,,,,2.34,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,11,half_B,half_D,Lo,LL,D,Ti,I,I,,,2,1,1,1,1,,,,2,,,,,,,,2,,,8.67,2,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,11,half_B,half_D,Se,LL,Pat,Pat,I,R,,,1,,,,,,,,,,,,,,1,,,,,0.8,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,11,half_B,half_D,F,CB,Cr,Mand,I,I,,,1,,,,,,,,1,,,,,,1,,,,,0.29,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,11,half_B,half_D,F,CB,Cr,Sph,Gw,I,,,1,,,,,,,,1,,,,,,,1,,,,1.84,1,2908,1333,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,F,CB,Cr,Fr,Or,I,,,1,1,,,,,,,,,,,,,,1,,,,0.93,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,F,CB,Cr,Max,I,L,,,1,,,,,,,,1,,,,,,,,1,,,1.29,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Ir,LL,Tar,Nav,I,R,,,1,1,,,,,,,,,,,,,,1,,,,1.16,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,UL,D,U,I,I,,1,,,1,1,,,,,1,,,,,,,1,,,,2.68,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,UL,D,Ra,I,I,,,1,1,,,1,,,,1,,,,,,,1,,,,2.28,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,F,UL,Sc,Sc,I,I,,,2,,,,2,,,,2,,,,,,1,1,,,,1.95,2,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,UL,Ep,U,Di,L,,,1,1,1,,,,,,1,,,,,,,,1,,,2.23,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,UL,Ep,U,Di,I,,,1,,,,1,,,,,,,,,,,1,,,,1.02,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Ir,T,V,C2,Ar,I,,,1,1,,,,,,,,,,,,,1,,,,,0.86,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Ir,T,V,C2,De,I,,,1,,1,,,,,,,,,,,,1,,,,,0.61,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Ir,UL,Car,Pi,I,I,,1,,,,,1,,,,,,,,,,1,,,,,0.26,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,UL,Ep,I Mc,Di,I,,,1,,,,,,,,,,,,,,1,,,,,0.35,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,LL,D,Fi,I,I,,,1,1,1,1,,,1,,1,,,,,,,,1,,,2.8,1,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),3,central,12,half_A,half_D,Lo,LL,D,Ti,I,I,,,4,4,,2,3,,,,4,,,,,,,,1,1,2,18.61,4,2908,1333,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,13,half_A,half_C,Lo,LL,D,Ti,I,I,,,2,1,,1,,,,,2,,,,,,,1,,1,,7.41,2,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,13,half_A,half_C,F,CB,Cr,Te,Zp,I,,,1,,1,1,,,,,1,,,,,,1,,,,,0.57,1,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,13,half_A,half_C,F,CB,Cr,Zy,Or,L,,,1,1,1,,,,1,,1,,,,,,1,,,,,0.93,1,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,13,half_A,half_C,F,UL,Sc,Sc,I,I,,,1,,,,,,,,1,,,,,,,1,,,,1.94,1,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,14,half_B,half_C,Ir,UL,Car,Sca,I,I,,,1,1,,,,,,,,,,,,,1,,,,,0.34,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,14,half_B,half_C,Lo,LL,D,Fe,Las,I,,,3,3,1,1,,,,,3,,,,,,1,1,1,,,5.4,3,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,14,half_B,half_C,F,LL,Oc,Il,Ile-pub,I,,1,,,,,,,,,1,,,,,,,,1,,,4.12,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,14,half_B,half_C,Lo,LL,Ep,I Mt,Di,R,,,1,1,,,,,,,1,,,,,,1,,,,,0.73,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,15,half_B,half_D,Ir,T,V,Sac,For,I,,,1,,1,1,,,,,1,,,,,,,1,,,,1.33,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,15,half_B,half_D,Lo,UL,Ep,Cl,Di,R,,,1,1,,,1,,1,,1,,,,,,,,,,1,4.45,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,15,half_B,half_D,Lo,LL,D,Fe,Las,I,,,1,1,1,,1,,,,1,,,,,,,,,1,,2.64,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,15,half_B,half_D,Lo,UL,D,H,I,I,,,2,1,,1,2,,,,2,,,,,,,,1,,1,11.7,2,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,16,half_A,half_D,Ir,LL,Tar,Cun,Lat,I,,,1,1,,,,,,,,,,,,,,1,,,,0.75,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,16,half_A,half_D,F,LL,Oc,Il,Ilt,I,,1,,,1,,,,,,,,,,,,,,1,,,4.77,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,16,half_A,half_D,Lo,UL,D,Ra,I,I,,1,,,1,1,1,,,,1,,,,,,,,,,1,7.73,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,16,half_A,half_D,Ir,T,V,C1,I,I,,,1,1,,1,,,,,,,,,,,1,,,,,0.85,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),4,lower,16,half_A,half_D,Ir,T,V,C2,Ar,I,,,1,,,,,,,,,,,,,,1,,,,,0.41,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,17,half_A,half_C,Lo,UL,Ph,V Ph/Ha,Di,R,,,1,,1,,,,,,,,,,,,1,,,,,0.21,1,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,17,half_A,half_C,F,UL,Sc,Sc,Cop,R,,,1,1,1,,,,,,,,,,,,,,1,,,1.55,1,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,17,half_A,half_C,Lo,LL,D,Fe,I,I,,,2,,,2,1,,1,,2,,,,,,,,,2,,8.17,2,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,17,half_A,half_C,Lo,UL,D,U,I,I,,1,,1,1,,1,,1,,1,,,,,,,,,,1,7.92,1,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,17,half_A,half_C,Lo,LL,D,Ti,P,I,,,2,2,1,,1,,,,2,,,,,,,,,,2,15.13,2,2908,864,1667,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,18,half_B,half_C,Lo,LL,D,Ti,I,I,,,3,1,2,2,2,,2,1,3,,,,,,1,,,,2,27.35,3,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,18,half_B,half_C,Lo,UL,D,H,Di,I,,,1,,1,1,1,,,,1,,,,,,,,,,1,17.59,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,18,half_B,half_C,Lo,UL,Ep,H,P,I,,,1,1,,,,,,,,,,,,,,1,,,,3.25,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,18,half_B,half_C,Lo,UL,D,H,P,I,,,1,,,,,,,,1,,,,,,,,,1,,2.36,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,18,half_B,half_C,Lo,UL,Ep,I Ph/Ha,P,R,,,1,1,,,,,1,,1,,,,,,,1,,,,0.45,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,18,half_B,half_C,F,CB,Cr,Mand,I,I,,,1,1,,,,,,,1,,,,,,1,,,,,1.28,1,2908,864,1113,908
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,Lo,LL,D,Fe,Las,I,,,3,2,1,,1,,1,1,3,,,,,,,,1,1,1,18.63,3,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,2.89,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,Se,LL,Pat,Pat,I,L,,,1,1,,,,,,,,,,,,,,1,,,,1.75,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,Ir,T,V,S1,I,I,,1,,,,,,,,,,,,,,,,,,,1,7.03,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,F,LL,Oc,Il,Ac,R,,1,,1,1,,,,,,,,,,,,,,1,,,6.17,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,F,CB,Cr,Te,Pp,L,,,1,1,,,,,,,1,,,,,,,1,,,,3.88,1,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,19,half_B,half_D,F,LL,Oc,Il,Ile-pub,I,,2,,1,,,1,,,,1,,,,,,,,2,,,6.54,2,2908,864,1113,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,20,half_A,half_D,Lo,LL,Ep,Fe,P,I,,,1,1,,,,,,,,,,,,,,,,1,,3.9,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,20,half_A,half_D,Lo,LL,Ep,Fe,P,I,,,17,2,1,,1,,,,,,,,,2,7,6,3,1,,25.97,19,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,20,half_A,half_D,Lo,LL,Ep,Fe,P,I,,2,,,,,,,,,,,,,,,1,1,,,,1.03,2,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,20,half_A,half_D,Ir,T,V,Sac,Al,I,,,1,,1,,,,,,,,,,,,1,,,,,0.62,1,2908,864,1667,1872
NOGR,33(US360),ND,Adult (not senile? <45/50 yrs?),5,lower,20,half_A,half_D,Lo,LL,D,Ti,I,I,,,1,1,,1,,,1,,1,,,,,,,,,,1,9.61,1,2908,864,1667,1872
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Te,Pp,R,,,1,1,1,1,,,,,1,,,,,,2,,,,,1.52,2,1029,455,384,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,1,half_A,half_C,F,UL,Sc,Sc,Lb,I,,1,,,,,,,,,,1,,,,,,,,1,,1.49,1,1029,455,384,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,1,half_A,half_C,Ir,T,V,Sac,Bod,I,,,1,,,,,,,,,,,,,,,1,,,,0.58,1,1029,455,384,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Fr,Or,I,,,1,,,,,,,,1,1,,,,,,1,,,,0.72,1,1029,455,384,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,1,half_A,half_C,T,CB,T,In1,Ro,I,,,1,,1,,,,1,,,1,,,1,,1,,,,,0.12,1,1029,455,384,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,1,half_A,half_C,F,LL,Oc,Il,Ac,I,,,1,1,,,1,,,,1,,,,,,,1,,,,1.09,1,1029,455,384,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,2,half_B,half_C,Lo,UL,D,H,I,I,,,1,1,1,1,,,1,,1,1,,,1,,,,,,1,4.69,1,1029,455,460,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,2,half_B,half_C,F,T,R,R1,I,I,,,1,,,,1,,,,1,,,,,,1,,,,,0.27,1,1029,455,460,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,2,half_B,half_C,Lo,UL,D,Ra,I,I,,2,,1,,,,,,,1,2,,,2,,1,1,,,,1.15,2,1029,455,460,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,3,half_B,half_D,F,CB,Cr,Mand,Con,L,,,1,1,,,,,,,,1,,,,,,1,,,,0.62,1,1029,455,460,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,3,half_B,half_D,Ir,T,V,C1,Ar,L,,,1,1,,,,,,,,,,,,,1,,,,,0.71,1,1029,455,460,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,3,half_B,half_D,F,LL,Oc,Il,I,I,,,1,,,,,,,,,,,,,,,1,,,,0.58,1,1029,455,460,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,2,half_B,half_C,Lo,LL,D,Fi,I,I,,,2,,,,2,,,,2,1,,,2,,,1,1,,,2.72,2,1029,455,460,360
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,3,half_B,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,1,,,,,,1,,,,1.89,1,1029,455,460,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Sph,Gw,R,,,1,,,,1,,,,1,,,,,,,,1,,,1.5,1,1029,455,384,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Occ,Con,L,,,1,1,,,,,,,,1,,,,,,1,,,,1.15,1,1029,455,384,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,3,half_B,half_D,Lo,UL,D,U,P,I,,,1,,,,1,,,,1,1,,,,,,,,1,,1.55,1,1029,455,460,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,4,half_A,half_D,Lo,UL,D,U,P,I,,,1,1,,,1,,,,,1,,,,,,1,,,,0.93,1,1029,455,384,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,4,half_A,half_D,Lo,UL,D,H,I,I,,,1,,,,,,,,1,,,,1,,,1,,,,1.36,1,1029,455,384,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Mand,For,R,,,1,,,,,,,,,,,,,,,1,,,,0.5,1,1029,455,384,484
VFT,26v,ND,Non-adult (7-9 yrs),1,upper,4,half_A,half_D,T,CB,T,dm2,Cro/Ro,R,,,4,,,,,,,,1,,,,,3,1,,,,,0.78,4,1029,455,384,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,5,half_A,half_C,F,LL,Oc,Pub,Ps,R,,,1,,,,1,,1,,1,,,,,,,1,,,,1.15,1,1029,336,384,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,5,half_A,half_C,F,CB,Cr,Fr,Or,R,,,1,1,,,,,,,,,,,,,1,,,,,0.64,1,1029,336,384,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,5,half_A,half_C,F,CB,Cr,Fr,Or,I,,,1,,,,,,,,1,,,,1,,,1,,,,0.29,1,1029,336,384,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,5,half_A,half_C,Lo,LL,D,Ti,I,I,,,1,,,1,1,,,,1,1,,,,,,,1,,,2.08,1,1029,336,384,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,5,half_A,half_C,Lo,UL,D,H,I,I,,,1,,,1,1,,1,1,1,1,,,1,,,,,,1,4.26,1,1029,336,384,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,5,half_A,half_C,T,CB,T,In1,Cro/Ro,I,,,1,,1,1,,,,,,1,,,,,1,,,,,0.1,1,1029,336,384,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,6,half_B,half_C,F,CB,Cr,Zy,Or,L,,,1,1,,,,,,,1,1,,,,,1,,,,,0.75,1,1029,336,460,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,6,half_B,half_C,F,CB,Cr,Mand,I,I,,,1,,,,,,,,,1,,,,,1,,,,,0.35,1,1029,336,460,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,6,half_B,half_C,Lo,LL,D,Fi,I,I,,,1,1,,1,,,1,,1,,,,,,,,,,1,2.75,1,1029,336,460,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,6,half_B,half_C,Lo,LL,D,Fe,I,I,,1,,,,,1,,,,1,,,,,,,1,,,,1.32,1,1029,336,460,360
VFT,26v,ND,Non-adult (7-9 yrs),2,central,7,half_B,half_D,F,CB,Cr,Mand,Cp,L,,,1,,,,1,,,,1,,,,,,,1,,,,0.62,1,1029,336,460,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,7,half_B,half_D,F,UL,Sc,Sc,Acr,R,,,1,,1,1,1,,,,1,,,,,,,,1,,,1.5,1,1029,336,460,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,7,half_B,half_D,Lo,UL,D,U,I,I,,,2,,,,2,,,,,,,,,,1,1,,,,1.96,2,1029,336,460,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,7,half_B,half_D,Lo,LL,D,Ti,I,I,,,1,,1,1,,,1,,1,1,,,,,,,,1,,2.64,1,1029,336,460,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,8,half_A,half_D,Lo,UL,D,Cl,P,R,,,1,1,,,1,,,,,1,,,,,,,1,,,1.27,1,1029,336,384,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,8,half_A,half_D,Lo,UL,D,Cl,I,I,,2,,1,1,1,,,,,,2,,,2,,2,,,,,0.97,2,1029,336,384,484
VFT,26v,ND,Non-adult (7-9 yrs),2,central,8,half_A,half_D,Lo,LL,D,Fi,Di,I,,,1,,1,,,,,,1,1,,,,,,,1,,,0.9,1,1029,336,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,9,half_A,half_C,F,UL,Sc,Sc,Acr,I,,,1,,,,1,,,,,1,,,,,1,,,,,1.37,1,1029,238,384,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,9,half_A,half_C,Ir,LL,Tar,Cun,I,I,,,1,,,,,,,,,,,,,,1,,,,,0.2,1,1029,238,384,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,9,half_A,half_C,F,LL,Oc,Isch,Ac,L,,,1,1,1,1,1,,,,1,1,,1,,,,,1,,,3.84,1,1029,238,384,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,9,half_A,half_C,Lo,LL,D,Fe,I,I,,,1,1,,,,,,,1,,,,,,,1,,,,1.52,1,1029,238,384,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,9,half_A,half_C,Lo,LL,D,Fe,Di,I,,,2,,1,,2,,,,1,1,,,,,,1,1,,,4.83,2,1029,238,384,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,1.3,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,Lo,LL,Ep,Fe,P,I,,,1,1,,,,,,,,1,,,,,,1,,,,2.15,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,Ir,T,V,C2,Ar,L,,,1,,,,,,,,,1,,,1,,,1,,,,0.88,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,F,UL,Sc,Sc,I,I,,1,,,,,,,,,,1,,,1,,,1,,,,0.53,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,F,LL,Oc,Il,I,I,,,1,1,,,,,,,1,1,,,,,,1,,,,1.31,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,Ir,T,V,Sac,Bod,I,,,1,1,,,,,,,1,,,,,,,,1,,,1.62,1,1029,238,460,360
