site,burial,sex,age,layer,section,quadrant,half_A_B,half_C_D,component,element_1,element_2,bone,area,side,P1,P2,P3,mosaic,longitudinal,transversal,curved,bulls_eye,deformation,twisting,concretion,red_brown,yellow,green,manganese,cm_0_1,cm_1_2,cm_2_3,cm_3_4,cm_4_5,over_cm_5,weight_gr,total_element,total_urn,total_section,total_half_A_B,total_half_C_D
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,Lo,LL,D,Ti,P,I,,,1,,,,,,,,,,,,,,,1,,,,1.43,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,10,half_B,half_C,Lo,UL,D,U,I,I,,1,,1,1,,,,,,1,1,,,,,,1,,,,1.24,1,1029,238,460,360
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,Ti,P,I,,,1,1,,,1,,,,,,,,,,,1,,,,2.33,1,1029,238,460,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,11,half_B,half_D,Lo,LL,D,Fi,Di,I,,,1,,,,,1,1,,1,1,,,,,,,1,,,1.09,1,1029,238,460,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,I Mt,Di,R,,,1,1,,,,,,,,1,,,,,1,,,,,0.62,1,1029,238,460,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,Fe,P,I,,,1,1,,,,,,,,,,,,,,1,,,,3.54,1,1029,238,460,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,Fe,P,I,,,1,1,,,,,,,,1,,1,,,,1,,,,0.9,1,1029,238,460,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,Ti,P,I,,,1,1,1,,1,,,,,,,,,,,,1,,,2.61,1,1029,238,460,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Lo,LL,D,Fi,I,I,,,1,,,1,1,,1,1,1,1,,,,,,,,,1,1.79,1,1029,238,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,1,,1,,,,,,,,,,,,,1,,4.78,1,1029,238,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Se,LL,Pat,Pat,I,I,,,1,1,,,,,,,,,,,,,,1,,,,1.19,1,1029,238,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,1,,,,,,,1,,,2.61,1,1029,238,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Lo,LL,D,Fe,I,I,,1,,,,1,,,,,,1,,,,,,1,,,,2.17,1,1029,238,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Lo,LL,D,Fe,I,I,,,1,,1,1,1,,1,,1,,,,,,,,,,1,5.15,1,1029,238,384,484
VFT,26v,ND,Non-adult (7-9 yrs),3,lower,12,half_A,half_D,Lo,LL,D,Fe,I,I,,,2,,,2,2,,2,,2,2,,,,,,,,1,1,8.06,2,1029,238,384,484
VFT,19,ND,Adult,1,upper,1,half_A,half_C,F,LL,Oc,Il,Ac,I,,2,,2,1,,1,,,,,2,,,2,,,2,,,,4.66,2,3676,1054,1205,985
VFT,19,ND,Adult,1,upper,1,half_A,half_C,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,1,,,,1,,,,1.34,1,3676,1054,1205,985
VFT,19,ND,Adult,1,upper,1,half_A,half_C,Lo,LL,Ep,Fe,P,R,,,4,2,,,1,,1,,,2,,,,,1,2,1,,,9.07,4,3676,1054,1205,985
VFT,19,ND,Adult,1,upper,1,half_A,half_C,Lo,UL,Ep,H,P,I,,1,,1,,,,,,,,,,,,,,,1,,,1.41,1,3676,1054,1205,985
VFT,19,ND,Adult,1,upper,1,half_A,half_C,Ir,T,V,Sac,I,I,,2,,,,,,,1,,2,,,,,,1,1,,,,1.95,2,3676,1054,1205,985
VFT,19,ND,Adult,1,upper,1,half_A,half_C,Lo,LL,D,Fe,I,I,,,1,,1,1,1,,1,1,1,1,,,,,,,,,1,5.94,1,3676,1054,1205,985
VFT,19,ND,Non-adult (7-11 yrs),1,upper,2,half_B,half_C,Lo,UL,Ep,H,Di,I,,1,,1,,,,,,,,1,,,,,,1,,,,0.86,1,3676,1054,1034,985
VFT,19,ND,Adult,1,upper,2,half_B,half_C,Lo,LL,D,Fe,I,I,,,3,,2,,2,,1,,3,2,,,1,,,,1,,2,15.28,3,3676,1054,1034,985
VFT,19,ND,Adult,1,upper,2,half_B,half_C,F,LL,Oc,Isch,It,I,,,2,2,,,,,,,,,,,,,1,1,,,,1.28,2,3676,1054,1034,985
VFT,19,ND,Adult,1,upper,2,half_B,half_C,Lo,LL,Ep,Fi,P,I,,,1,1,,,,,,,,,,,,,1,,,,,0.39,1,3676,1054,1034,985
VFT,19,ND,Non-adult (7-11 yrs),1,upper,2,half_B,half_C,Ir,LL,Tar,Cun,I,I,,,1,,,,,,,,,,,,,,1,,,,,0.14,1,3676,1054,1034,985
VFT,19,ND,ND,1,upper,2,half_B,half_C,Ir,LL,Tar,Cun,I,I,,,1,1,,,,,,,,1,,,,,1,,,,,0.33,1,3676,1054,1034,985
VFT,19,ND,Adult,1,upper,2,half_B,half_C,Ir,LL,Tar,Tal,He,I,,,1,1,,,,,,,,,,,,,,1,,,,0.93,1,3676,1054,1034,985
VFT,19,ND,ND,1,upper,2,half_B,half_C,Lo,LL,D,Fi,I,I,,,1,,,,1,,,,1,,,,1,,,,1,,,1.19,1,3676,1054,1034,985
VFT,19,ND,Adult,1,upper,2,half_B,half_C,Lo,LL,D,Ti,I,I,,,1,,,,1,,1,,1,1,,,1,,,,,,1,2.35,1,3676,1054,1034,985
VFT,19,,,1,upper,SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45,0,3676,1054,,
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,UL,Ep,Ra,Di,L,,,4,1,,,,,,,,3,,,2,,2,2,,,,1.81,4,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Se,LL,Pat,Pat,I,I,,,1,1,,,1,,1,,,1,,,,,,,1,,,4.03,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,UL,Ep,H,Di,I,,,1,1,1,,,,,,,1,,,,,,1,,,,0.91,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,LL,D,Ti,I,I,,,4,3,,1,1,,1,,1,4,,,3,,1,1,1,,1,10,4,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,,,,,,1,,,1.73,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,LL,Ep,Fe,Di,I,,,7,4,,,,,,,,1,,,,,2,4,1,,,7.22,7,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,UL,Ep,H,Di,I,,1,,,,,,,,,,1,,,1,,,1,,,,1.03,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,F,LL,Oc,Il,Ac,I,,1,,1,,,,,,,,1,,,,,,1,,,,1.45,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,F,UL,Sc,Sc,Gf,I,,,1,1,,,,,,,,1,,,,,,1,,,,0.85,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,3,half_B,half_D,Lo,UL,Ep,H,P,I,,,1,1,,,,,,,,,,,,,,,,1,,1.89,1,3676,1054,1034,1254
VFT,19,ND,Non-adult (7-11 yrs),1,upper,3,half_B,half_D,Lo,LL,Ep,Fi,Di,R,,,1,1,,,1,,,,,,,,,,1,,,,,1.08,1,3676,1054,1034,1254
VFT,19,ND,Adult,1,upper,4,half_A,half_D,Lo,LL,Ep,Ti,P,I,,4,,1,,,2,,,,,,,,,,,4,,,,4.46,4,3676,1054,1205,1254
VFT,19,ND,Adult,1,upper,4,half_A,half_D,Lo,LL,D,Fe,P,R,,3,,,,,2,,,,1,3,,,3,,1,,,,2,16.96,3,3676,1054,1205,1254
VFT,19,ND,Adult,1,upper,4,half_A,half_D,Lo,LL,D,Fi,I,I,,,2,1,1,,1,,2,1,2,,,,,,,,1,,1,6.4,2,3676,1054,1205,1254
VFT,19,ND,Adult,1,upper,4,half_A,half_D,F,CB,Cr,Te,Pp,R,,1,,,,,,,,,1,1,,1,,,,,1,,,5.08,1,3676,1054,1205,1254
VFT,19,ND,Adult,1,upper,4,half_A,half_D,Lo,UL,Ep,II Mc,P,R,,,1,,1,,,,1,,1,,,,,,,1,,,,0.61,1,3676,1054,1205,1254
VFT,19,ND,Non-adult (7-11 yrs),1,upper,4,half_A,half_D,Lo,LL,D,Fe,I,I,,,5,,,,,,,,,5,,,5,2,2,1,,,,2.18,5,3676,1054,1205,1254
VFT,19,ND,Non-adult (7-11 yrs),1,upper,4,half_A,half_D,Lo,UL,Ep,H,P,I,,,1,,,,1,,,,,,,,,,,1,,,,3.54,1,3676,1054,1205,1254
VFT,19,ND,Adult,1,upper,4,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,1.27,1,3676,1054,1205,1254
VFT,19,ND,ND,1,upper,Si,,,Ir,UL,Car,Pi,I,I,,,1,,,,,,,,,,,,,,1,,,,,0.1,1,3676,1054,,
VFT,19,ND,ND,2,central,5,half_A,half_C,Ir,LL,Tar,Nav,I,I,,,1,1,,,1,,,,,,,,,,,1,,,,0.82,1,3676,1115,1205,985
VFT,19,ND,ND,2,central,5,half_A,half_C,F,CB,Cr,Max,I,I,,,1,,,,,,,,,1,,,1,,1,,,,,0.45,1,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,LL,D,Fe,I,I,,,2,,,1,,,,,2,1,,,2,,1,,,,1,5.88,2,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,UL,D,U,I,I,,,1,,1,1,,,1,,1,1,,,1,,,1,,,,0.99,1,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,LL,Ep,Fi,Di,L,,,1,1,,,,,,,,1,,,,,1,,,,,1,1,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,LL,Ep,Ti,P,I,,1,,1,,,,,,,,,,,,,,1,,,,1.14,1,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,LL,Ep,Ti,P,I,,,1,1,,,,,,,,1,,,,,,,1,,,1.56,1,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,LL,Ep,Ti,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,1.05,1,3676,1115,1205,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,5,half_A,half_C,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,,,,,,1,,,2.85,1,3676,1115,1205,985
VFT,19,ND,ND,2,central,6,half_B,half_C,Lo,LL,Ep,I Mt,P,I,,,1,1,1,,,,1,,1,1,,,,,1,,,,,0.84,1,3676,1115,1034,985
VFT,19,ND,ND,2,central,6,half_B,half_C,Ir,LL,Tar,Tal,I,I,,,3,3,,,,,,,,,,,,,2,1,,,,1.4,3,3676,1115,1034,985
VFT,19,ND,Adult,2,central,6,half_B,half_C,Lo,LL,D,Fe,I,I,,2,,,,,2,,,,,,,,,,,2,,,,3.35,2,3676,1115,1034,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,6,half_B,half_C,Lo,UL,Ep,H,P,I,,,1,1,,,1,,,,,,,,,,,1,,,,2.66,1,3676,1115,1034,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,6,half_B,half_C,Lo,LL,Ep,Ti,P,R,,,1,1,,,1,,,,,,,,,,,,,1,,6.3,1,3676,1115,1034,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,6,half_B,half_C,Lo,UL,D,H,I,I,,,2,2,1,,,,,,2,2,,,1,,,,1,,1,5.24,2,3676,1115,1034,985
VFT,19,ND,Non-adult (7-11 yrs),2,central,6,half_B,half_C,Ir,LL,Tar,Cun,I,I,,,1,1,,,,,,,,,,,,,1,,,,,0.17,1,3676,1115,1034,985
VFT,19,ND,Adult,2,central,7,half_B,half_D,Lo,LL,D,Fe,I,I,,1,,,,,,,,,,1,,,1,,1,,,,,1.13,1,3676,1115,1034,1254
VFT,19,ND,Adult,2,central,7,half_B,half_D,F,UL,Sc,Sc,Lb,I,,1,,,,,,,,,,1,,,1,,,,1,,,1.24,1,3676,1115,1034,1254
VFT,19,ND,Non-adult (7-11 yrs),2,central,7,half_B,half_D,Lo,LL,D,Fe,I,I,,,1,,1,1,,,,,1,,,,,,,,1,,,2.27,1,3676,1115,1034,1254
VFT,19,ND,Non-adult (7-11 yrs),2,central,7,half_B,half_D,F,CB,Cr,Fr,Or,R,,,1,1,,,1,,,,,1,,,1,,,1,,,,1.04,1,3676,1115,1034,1254
VFT,19,ND,Non-adult (7-11 yrs),2,central,7,half_B,half_D,Lo,UL,Ep,H,P,I,,,2,2,,,,,,,,,,,,,1,1,,,,2.36,2,3676,1115,1034,1254
VFT,19,ND,ND,2,central,8,half_A,half_D,Lo,UL,Ep,I Ph/Ha,P,I,,,1,,,,,,,,,,,,,,1,,,,,0.21,1,3676,1115,1205,1254
VFT,19,ND,ND,2,central,8,half_A,half_D,F,CB,Cr,Mand,I,I,,,2,,2,1,,,,,1,2,,,1,,1,1,,,,1.88,2,3676,1115,1205,1254
VFT,19,ND,Non-adult (7-11 yrs),2,central,8,half_A,half_D,F,CB,Cr,Fr,Or,I,,,1,1,,,,,,,1,,,,1,,,1,,,,0.65,1,3676,1115,1205,1254
VFT,19,ND,Non-adult (7-11 yrs),2,central,8,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,1.86,1,3676,1115,1205,1254
VFT,19,ND,Adult,3,lower,9,half_A,half_C,Lo,LL,D,Fe,I,I,,1,,,,,,,,,1,1,,,1,,,,,,1,3.72,1,3676,1507,1205,985
VFT,19,ND,Adult,3,lower,9,half_A,half_C,F,CB,Cr,Zy,Or,L,,1,,,1,,,,,,,1,,,1,,,1,,,,1.35,1,3676,1507,1205,985
VFT,19,ND,ND,3,lower,9,half_A,half_C,F,CB,Cr,Mand,I,I,,,1,,,1,,,,,,1,,,1,,,1,,,,0.76,1,3676,1507,1205,985
VFT,19,ND,Adult,3,lower,9,half_A,half_C,F,UL,Sc,Sc,I,I,,,1,,,,1,,1,,1,,,,1,,,1,,,,1.5,1,3676,1507,1205,985
VFT,19,ND,Non-adult (7-11 yrs),3,lower,9,half_A,half_C,Lo,LL,D,Ti,Nf,I,,,1,1,1,1,,,,,1,,,,1,,,,,,1,4.12,1,3676,1507,1205,985
VFT,19,ND,Non-adult (7-11 yrs),3,lower,9,half_A,half_C,F,CB,Cr,Occ,For,L,,,1,1,,,1,,,,1,,,,,,,1,,,,0.79,1,3676,1507,1205,985
VFT,19,ND,Adult,3,lower,10,half_B,half_C,F,CB,Cr,Te,Zp,R,,,1,,1,1,,,,,,1,,,1,,,1,,,,1.15,1,3676,1507,1034,985
VFT,19,ND,Non-adult (7-11 yrs),3,lower,10,half_B,half_C,F,CB,Cr,Mand,I,R,,,1,,1,1,1,,,,,1,,,1,,,1,,,,1.44,1,3676,1507,1034,985
VFT,19,ND,ND,3,lower,10,half_B,half_C,F,CB,Cr,Te,Am,I,,,1,,1,1,,,,,,1,,,1,,1,,,,,0.91,1,3676,1507,1034,985
VFT,19,ND,ND,3,lower,10,half_B,half_C,F,CB,Cr,Te,Co,I,,,1,,,,,,,,,,,,,,1,,,,,0.71,1,3676,1507,1034,985
VFT,19,ND,ND,3,lower,11,half_B,half_D,Lo,UL,Ep,Ra,P,I,,,1,,,,,,,,,,,,1,,1,,,,,0.19,1,3676,1507,1034,1254
VFT,19,ND,ND,3,lower,12,half_A,half_D,F,CB,Cr,Te,Co,I,,,2,,,,1,,,,,1,,,2,1,1,,,,,1.39,2,3676,1507,1205,1254
VFT,19,ND,ND,3,lower,12,half_A,half_D,Lo,UL,Ep,H,Di,I,,,1,,,,,,,,,,,,,,1,,,,,0.97,1,3676,1507,1205,1254
VFT,19,ND,Non-adult (7-11 yrs),3,lower,12,half_A,half_D,F,CB,Cr,Te,Pp,R,,,1,,,,,,,,,1,,,1,,,1,,,,4.02,1,3676,1507,1205,1254
VFT,19,,,2,central,SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05,0,3676,1115,,
VFT,19,,,3,lower,SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,0,3676,1507,,
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Te,Pp,R,,,1,,,,,,,,1,1,,,,,,,1,,,3.35,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,Ir,T,V,C3,Bod,I,,,1,1,,,,,,,,,,,,,,1,,,,0.76,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,UL,Sc,Sc,Gf,R,,,1,1,,,1,,1,,1,,,,,,,1,,,,1.94,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,UL,Sc,Sc,I,I,,,2,,,1,1,,,,2,,,,,,1,1,,,,0.93,2,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,T,St,St,Bod ,I,,,1,,1,,,,,,1,,,,,,,1,,,,0.46,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,Lo,LL,D,Fe,I,I,,1,,,,,1,,,,1,1,,,,,,,,1,,4.19,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,Lo,LL,D,Fe,Las,I,,,1,,,,1,,,,,,,,,,1,,,,,0.94,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,Lo,LL,D,Fe,I,I,,,1,1,,,,,1,,1,,,,,,,,1,,,2.26,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Max,I,R,,,1,,1,1,,,,,1,1,,,,,,1,,,,1.49,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Occ,Cre,I,,,1,,,,,,,,,,,,,,,1,,,,0.81,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Te,Mp,L,,,1,1,,,,,,,1,1,,,,,,1,,,,1.32,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Mand,Con,R,,,1,1,1,,,,,,1,1,,,,,,1,,,,0.42,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,CB,Cr,Mand,Mn,L,,,1,,1,,,,,,1,,,,,,1,,,,,0.29,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,F,T,R,R1,P,R,,,1,,,,1,,,,,,,,,,,1,,,,0.38,1,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,1,half_A,half_C,Lo,LL,Ep,Fe,Di,I,,,2,2,,,,,,,,,,,,,,2,,,,2.24,2,2351,1044,946,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,F,LL,Oc,Il,I,I,,,2,,,,,,,,1,,,,,,,2,,,,0.73,2,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,F,CB,Cr,Te,Pp,L,,1,,,,,,,,,1,,,,,,,,1,,,3.71,1,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,Ir,UL,Car,Lun,I,I,,,1,1,,,,,,,,1,,,,,1,,,,,0.3,1,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,Lo,LL,Ep,Ti,Di,I,,,1,1,,,,,,,1,,,,,,,1,,,,1.19,1,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,Ir,T,V,C5,Bod,I,,,1,,,,1,,,,,,,,,,,1,,,,1.19,1,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,Lo,UL,Ep,H,Di,I,,,1,1,,,,,,,,,,,,,1,,,,,0.75,1,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,Lo,LL,Ep,I Mt,Di,I,,,1,1,,,,,,,,,,,,,1,,,,,0.29,1,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,2,half_B,half_C,Lo,LL,D,Fe,I,I,,,2,,,,,,,,2,,,,,,1,1,,,,2.23,2,2351,1044,592,831
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Ir,T,V,Sac,I,I,,,2,1,,,,,,,,,,,,,,2,,,,0.76,2,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Se,LL,Pat,Pat,I,I,,,1,1,,,,,,,,,,,,,,1,,,,1.18,1,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,F,UL,Sc,Sc,I,I,,,1,,,,,,1,,1,,,,,,1,,,,,0.34,1,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Ir,LL,Tar,Tal,Tr,I,,,1,1,,,,,,,,,,,,,1,,,,,0.32,1,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Ir,LL,Tar,Tal,He,I,,,1,1,,,,,,,,1,,,,,,1,,,,0.44,1,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Lo,UL,Ep,H,Di,R,,,2,2,,,2,,,,,,,,,,,2,,,,2.2,2,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Lo,UL,Ep,H,P,R,,,1,1,,,,,,,,,,,,,,,1,,,4.03,1,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Lo,LL,D,Ti,I,I,,,4,,3,,,,1,,4,,,,,,2,1,,1,,5.51,4,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Lo,LL,Ep,Ti,P,I,,,3,2,,,,,,,,,,,,,,3,,,,2.71,3,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,3,half_B,half_D,Lo,LL,Ep,Ti,P,I,,,1,1,,,,,1,,1,,,,,,,,1,,,2.42,1,2351,1044,592,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Max,I,L,,,2,,2,,,,2,,1,,,,,,1,1,,,,1.94,2,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Max,I,I,,,2,,,,,,,,,,,,,,2,,,,,0.21,2,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Mand,I,I,,,2,,,,,,,,2,,,,,,2,,,,,0.89,2,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Occ,Con,R,,,1,,1,,1,,,,,,,,,,,1,,,,0.46,1,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,CB,Cr,Occ,I,I,,,1,1,,,,,,,1,,,,,,,1,,,,1.2,1,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,Ir,T,V,Sac,I,I,,,1,,,,1,,,,,,,,,,,1,,,,0.53,1,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,UL,Sc,Sc,Cor,L,,,1,,,,1,,,,,1,,,,,,1,,,,0.7,1,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,F,LL,Oc,Isch,It,R,,,1,,,,,,,,,,,,,,,1,,,,0.72,1,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,Lo,UL,Ep,H,Di,I,,1,,1,,,,,,,,,,,,,1,,,,,0.53,1,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),1,upper,4,half_A,half_D,Lo,LL,D,Ti,I,I,,,2,,1,1,,,1,,2,,,,,,,,,2,1,4.57,3,2351,1044,946,707
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,F,CB,Cr,Fr,Or,I,,,1,1,,1,,,1,,1,,,,,,,1,,,,0.54,1,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,F,LL,Oc,Il,Ac,I,,,1,1,,,,,,,1,,,,,,,1,,,,1.2,1,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,F,CB,Cr,Mand,Con,L,,,1,,1,,,,,,1,1,,,,,,,,1,,0.72,1,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,F,CB,Cr,Mand,Cp,L,,,1,,1,,,,1,,1,,,,,,,1,,,,0.49,1,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,Lo,UL,Ep,Ra,Di,R,,,2,1,,,,,,,,1,,,,,2,,,,,0.62,2,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,,1,,,,,,1,,,,0.83,1,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,Lo,LL,D,Fe,I,I,,,5,,1,2,,,1,,5,,,1,,,,2,3,,,8.82,5,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,5,half_A,half_C,Lo,LL,D,Fe,Las,I,,,2,2,,,,,,,,,,,,,,,1,1,,5.24,2,2351,715,946,831
VFT,7,ND,Adult (> 30 yrs),2,central,6,half_B,half_C,Ir,T,V,C2,Ar,I,,,1,1,,,,,,,,,,,,,,1,,,,0.64,1,2351,715,592,831
VFT,7,ND,Adult (> 30 yrs),2,central,6,half_B,half_C,Ir,T,V,C3,Bod,I,,,1,,1,,1,,,,,,,,,,,,1,,,1.74,1,2351,715,592,831
VFT,7,ND,Adult (> 30 yrs),2,central,6,half_B,half_C,Ir,T,V,C5,Bod,I,,,1,,,,1,,,,,,,,,,,1,,,,0.91,1,2351,715,592,831
VFT,7,ND,Adult (> 30 yrs),2,central,6,half_B,half_C,F,UL,Sc,Sc,Ss,I,,,1,,1,1,,,1,,1,,,,,,,,1,,,0.78,1,2351,715,592,831
VFT,7,ND,Adult (> 30 yrs),2,central,6,half_B,half_C,F,UL,Sc,Sc,I,I,,,1,,1,,1,,,,1,,,,,,1,,,,,0.48,1,2351,715,592,831
