site,burial,sex,age,layer,section,quadrant,half_A_B,half_C_D,component,element_1,element_2,bone,area,side,P1,P2,P3,mosaic,longitudinal,transversal,curved,bulls_eye,deformation,twisting,concretion,red_brown,yellow,green,manganese,cm_0_1,cm_1_2,cm_2_3,cm_3_4,cm_4_5,over_cm_5,weight_gr,total_element,total_urn,total_section,total_half_A_B,total_half_C_D
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,F,LL,Oc,Il,Ic,I,,,2,,,,1,,,,,,,,,,1,,,1,,2.8,2,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,F,LL,Oc,Il,Al,I,,,2,,2,2,1,,,,,,,,,,1,,,1,,2.2,2,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Lo,LL,Ep,I Mt,Di,R,,,2,1,,1,1,,,,2,,,2,,,2,,,,,2.5,2,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Lo,LL,Ep,I Ph/Fo,P,R,,,1,1,,,,,,,,,,,,,1,,,,,0.8,1,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Lo,LL,Ep,Mt,P,I,,,1,,,,,,,,,,,,,,1,,,,,0.48,1,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Ir,T,V,I,Bod,I,,,4,,,,,,,,,,,,,,1,1,2,,,9.22,4,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Ir,T,V,I,Ar,I,,,3,2,,,,,,,,2,,,,,,3,,,,2.43,3,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,F,T,R,I,I,I,,,14,,,,,,,,,,,,5,,4,9,,,,5.65,13,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Lo,UL,D,U,I,I,,1,,,,1,1,,,,1,,,,,,,,1,,,2.04,1,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,Lo,LL,D,Ti,I,I,,,2,2,,1,,,,,2,1,,,2,,,,,1,1,7.65,2,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,C,C,I,I,I,I,,2,,,,1,,,,,1,1,,,1,,1,,1,,,2.41,2,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,C,C,I,I,I,I,,,43,2,1,5,,,,,9,5,,,9,,19,15,4,1,,23.67,39,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,11,half_B,half_D,S,SB,I,I,I,I,,,30,,,,1,,,,,,,,,3,22,4,,,,10.7,29,2168,607,889,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,10,1,,,,,,,,,,,,5,3,1,1,,,8.29,10,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,F,CB,Cr,I,I,I,,,7,1,,,,,,,2,,,,2,,5,1,1,,,6.88,7,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Lo,LL,D,Fe,I,I,,,7,,,2,4,,1,,7,,,,,,1,2,1,1,2,29.51,7,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,F,T,R,I,I,R,,,1,,1,,1,,1,,1,,,,1,,,,,1,,1.21,1,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,F,T,R,I,I,I,,,3,,,,,,,,1,,,,1,,1,2,,,,0.44,3,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Lo,UL,D,H,I,I,,,1,1,,,,,,,,1,,,,,,,,1,,4.76,1,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Lo,LL,D,Fi,I,I,,,3,1,1,,,,1,,3,3,,,1,,,1,1,1,,7.7,3,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,F,LL,Oc,Il,Al,I,,,1,,,,,,,,,1,,,1,,,1,,,,1.95,1,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Ir,T,V,I,Ar,I,,,4,,,2,1,,,,,2,,,,,2,2,,,,2.6,4,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Ir,T,V,C2,Ax,I,,,1,1,,,,,,,,1,,,,,,,1,,,3.25,1,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Ir,LL,Tar,Cun,Inter,R,,,1,1,,,,,,,,1,,,,,1,,,,,1.13,1,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,Lo,L,Ep,Ph,P,I,,,1,1,,,,,,,,,,,,,1,,,,,0.47,1,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,C,C,I,I,I,I,,,31,,2,1,2,,,,8,6,,,4,1,7,18,3,1,1,24.82,31,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),3,central,12,half_A,half_D,S,SB,I,I,I,I,,,21,4,,,,,,,,1,,,,2,13,3,1,,,9.23,19,2168,607,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,LL,Oc,Il,As,R,,,1,,,,,,,,1,1,,,1,,,,,1,,3.32,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,LL,Oc,I,I,I,,,2,1,,1,1,,,,,1,,,,,,2,,,,5.27,2,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,LL,Oc,Isch,Ac,I,,,2,2,1,1,1,,,,,1,,,,,,,,2,,9.92,2,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Lo,UL,Ep,H,P,I,,,1,1,,,,,,,,,,,,,,1,,,,1.31,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Lo,UL,D,H,I,I,,,4,,1,1,,,1,1,,,,,3,,1,1,1,,1,11.37,4,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Lo,LL,D,Fe,I,I,,,4,,1,,2,,2,,1,,,,1,,1,2,1,,,8.94,4,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Ir,LL,Tar,Nav,I,I,,,1,1,,,,,,,,1,,,,,,1,,,,1.55,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Lo,LL,Ep,V Mt,P,I,,,1,,,,1,,,,,1,,,,,,1,,,,0.88,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Lo,LL,Ep,Mt,Di,I,,,1,1,,,1,,1,,,1,,,,,,1,,,,0.9,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Ir,T,V,I,Ar,I,,,3,1,,1,,,1,,,1,,,,,1,2,,,,2.6,3,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,CB,Cr,I,I,I,,1,,,,,,,,,1,1,,,1,,,,1,,,3.23,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,CB,Cr,I,I,I,,,18,7,,,1,,,,7,4,,,,,12,5,1,,,21.37,18,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,CB,Cr,Mand,Ms,I,,,1,,,1,,,,,1,,,,,,1,,,,,1.57,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,T,CB,T,I,Ro,I,,3,,2,,,2,,,,1,3,,,,1,2,,,,,0.78,3,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,Lo,LL,D,Ti,I,I,,,1,1,1,1,1,,1,,1,1,,,,,,,,,1,8.03,1,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,F,T,R,I,I,I,,,14,,1,1,,,,,9,3,,,8,,5,7,1,1,,4.35,14,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,C,LB,D,I,I,I,,,15,2,1,2,3,,,2,5,2,2,,2,,9,3,1,,2,20.92,15,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,13,half_A,half_C,S,SB,I,I,I,I,,,24,7,,,,,,,1,2,,,,4,18,1,1,,,7.77,24,2168,574,754,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,F,CB,Cr,I,I,I,,,10,1,,,,,,,2,1,,,5,1,6,3,,,,4.71,10,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Lo,UL,Ep,U,P,L,,2,,,1,,,,,,,2,,,,,1,1,,,,2.91,2,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Lo,UL,D,U,I,I,,,2,,,2,,,,,2,2,,,,,,1,,1,,4.24,2,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Lo,UL,Ep,Ra,P,I,,,1,1,,,,,,,,,,,,,1,,,,,0.76,1,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Lo,UL,Ep,H,Di,I,,,3,1,,1,,,,,,,1,,1,,1,2,,,,3.82,3,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Ir,UL,Car,Lun,I,I,,,1,1,,,,,,,,,1,,,,1,,,,,0.43,1,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Ir,LL,Tar,Cun,I,I,,,1,1,,,,,,,1,,,,,,1,,,,,0.65,1,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Ir,T,V,I,Bod/Ce,I,,,1,1,,,,,,,,,,,,,,1,,,,3.1,1,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Ir,T,V,I,Bod/Tor ,I,,,1,1,,,1,,,,,,,,,,,1,,,,1.53,1,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,Ir,T,V,I,Ar,I,,,4,3,,,,,,,,,,,,,1,2,1,,,4.57,4,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,F,T,R,I,I,I,,,19,1,,,1,,,,1,1,,,11,1,10,6,2,,,4.74,19,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,S,SB,I,I,I,I,,,14,2,,,,,,,1,,,,,2,11,1,,,,6.44,14,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,C,LB,D,I,I,I,,2,,,,,,,,,3,,,,1,,2,1,,,,1.98,3,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,14,half_B,half_C,C,LB,D,I,I,I,,,34,,3,7,2,,,,9,4,,,13,,15,11,4,3,3,36.91,36,2168,574,889,834
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,CB,Cr,I,I,I,,,15,6,,,,,,,1,5,,,8,,4,7,3,,1,26.53,15,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,CB,Cr,Zy,Fp,L,,,1,1,,,,,,,1,,,,1,,,,1,,,2.46,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,CB,Cr,Mand,I,I,,,1,,,,,,,,1,1,,,1,,1,,,,,1.41,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,CB,Cr ,Max,I,I,,,2,1,,,,,1,,1,1,,,,,1,1,,,,1.86,2,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Lo,UL,D,Cl,I,L,,,1,,1,1,1,,,,1,1,,,1,,,,,,1,4.21,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Ir,T,V,Hy,Bod,I,,,1,,1,1,1,,,,,1,,,1,,,1,,,,1.03,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Lo,LL,Ep,Mt ,Di,L,,,2,2,1,1,,,1,1,,1,,,1,,,,1,1,,2.65,2,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Lo,LL,Ep,Mt,P,I,,,1,,,,,,,,1,1,,,1,,,1,,,,0.68,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Lo,UL,Ph,Ph/Ha,Di,I,,,1,,1,,,,1,,,,,,,,1,,,,,0.31,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Ir,LL,Tar,Cal,I,I,,,4,3,,,,,,,,1,,,1,,1,3,,,,5.59,4,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Ir,T,V,I,Ar,I,,,4,2,1,1,,,,,,2,,,2,,3,1,,,,3.25,4,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,LL,Oc,I,I,I,,,2,,,,,,2,,,1,,,2,,,,1,,1,2.32,2,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Lo,LL,D,Fe,I,I,,,1,1,,,,,1,1,1,,,,1,,,,,,1,6.55,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,Lo,LL,D,Fe,I,I,,2,,,1,2,1,,1,1,2,,,,1,,,,1,,1,13.62,2,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,T,R,I,I,R,,,2,,,,,,,,1,1,,,2,,,,,,2,2.74,2,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,F,T,R,I,I,I,,,24,,,1,1,,,,5,6,,,20,,6,10,8,,,8.2,24,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,C,LB,D,I,I,I,1,,,,,,,,,,,,1,,,1,,,,,,0.12,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,C,LB,D,I,I,I,,1,,,,,,,,,1,,,,1,,,1,,,,0.77,1,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,C,LB,D,I,I,I,,,41,2,2,1,,,,,10,7,,,12,,22,12,7,2,,21.6,43,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,S,SB,I,I,I,I,,2,,2,,,,,,,,,,,,,1,1,,,,1.24,2,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,15,half_B,half_D,S,SB,I,I,I,I,,,33,6,,1,,,,,,2,,,,1,23,8,,,,16,32,2168,574,889,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,F,CB,Cr,I,I,I,,,15,9,,,,,,,3,8,,,8,,7,5,2,1,,20.06,15,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,F,CB,Cr,Mand,I,I,,,1,,,,,,,,1,1,,,1,,,,1,,,1.46,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,T,CB,T,I,Ro,I,,,1,,,,1,,,,,1,,,1,,1,,,,,0.3,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,F,LL,Oc,Il,I,I,,,1,,,,,,,,,,,,1,,,1,,,,0.48,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,F,UL,Sc,Sc,I,I,,,8,1,,2,1,,,,3,,,,6,,1,1,6,,,10.99,8,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Lo,LL,Ep,Ti,Di,R,,,2,1,1,,1,,1,,1,,,,,,,,,2,,15.03,2,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,2,2,,,,,,,,,,,1,,,1,1,,,8.08,2,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Lo,LL,D,Fi,I,I,,,1,,1,1,1,,1,1,1,1,,,1,,,,,,1,3.24,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Lo,UL,D,H,I,I,,,7,3,1,1,1,,2,,4,2,,,5,,,,3,1,3,23.59,7,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Ir,LL,Tar,III Cun,Lat,R,,,1,1,,,,,,,,1,,,,,1,,,,,1.06,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Ir,LL,Tar,Cal,I,I,,,6,2,,,,,,,1,,,,,,,4,,,,4.41,4,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Ir,T,V,I,Bod,I,,,1,,1,,,,,,,,,,,,,1,,,,0.96,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Ir,T,V,I,Ar,I,,,3,1,,,,,,,,,,,,,2,1,,,,1.35,3,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,Lo,LL,Ep,Mt/Ph- Fo,P,I,,,1,1,,,,,,,,1,,,1,,,1,,,,1.35,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,F,T,R,I,I,L,,,1,,,1,1,,1,,1,1,,,1,,,,,,1,1.96,1,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,F,T,R,I,I,I,,,6,,,1,,,1,,1,2,,,4,,2,2,1,,1,1.78,6,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,C,C,I,I,I,I,,,18,2,,1,,,1,,3,1,,,3,2,8,6,2,,,9.09,18,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,C,C,I,I,I,I,,3,,,1,,1,,,,1,1,,,3,,,2,1,,,4.81,3,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,16,half_A,half_D,S,SB,I,I,I,I,,,22,2,,,,,,,,4,,,,6,14,2,,,,5.56,22,2168,574,754,809
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,Lo,LL,D,Ph/Fo,P,I,,,1,,,,,,,,,1,,,1,,1,,,,,0.36,1,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,T,CB,T,I,Ro,I,,,5,,,,1,,,,,3,,,5,4,1,,,,,0.89,5,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,F,CB,Cr,I,I,I,,,14,,,,1,,,,,3,,,7,,14,,,,,5.48,14,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,F,T,R,I,I,I,,,28,,,,,,,,3,,,1,15,,19,9,,,,4.09,28,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,C,C,I,I,I,I,,,40,,,,,,,,5,2,,,6,1,32,5,,,,11.6,38,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,C,C,I,I,I,I,,11,,,,1,,,,,6,,,,,1,9,1,,,,3.73,11,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,S,SB,I,I,I,I,,4,,,,,,,,,,,,,,,4,,,,,1.29,4,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),4,lower,Si,,,S,SB,I,I,I,I,,,37,1,,,,,,,,1,1,,,,36,1,,,,8.94,37,2168,574,,
VFT,17,ND,Adult (senile? - 35/40+),2,upper,8,half_A,half_D,F,T,St,St,Cor,I,,,1,,1,,,,,,1,,,,1,,,,1,,,3.28,1,2168,987,754,809
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,Lo,UL,Ep,III Mc,P,R,,1,,1,1,,1,,,1,,1,,,1,,,1,,,,0.84,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,Lo,L,D,Mc/Mt,I,I,,1,,,,,,,,,,1,,,1,,,1,,,,0.24,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,Lo,UL,Ep,Mc,Di,I,,1,,1,,,,,,,,,,,,,1,,,,,0.31,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,Ir,T,V,I,Ar,I,,1,,,,,,,,,,1,,,,1,,,,,,0.18,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,F,T,R,I,P,R,,1,,,,,,,,,,1,,,,,,1,,,,0.97,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,F,T,R,I,I,I,,,3,,,1,,,,,,3,,,,2,1,,,,,0.55,3,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,F,CB,Cr,I,I,I,,3,,,,,1,,,,,3,,,1,,2,1,,,,1.99,3,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,F,CB,Cr,I,I,I,,,15,2,,,1,,,,,6,,,3,2,12,1,,,,5.36,15,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,F,T,R,I,P,L,,1,,,,,,,,,,,,,1,,1,,,,,0.75,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,Ir,T,V,I,I,I,,1,,,,,,,,,,,,,1,,1,,,,,0.73,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,F,UL,Sc,Sc,I,I,,,1,,,,,,,,,,,,1,,1,,,,,0.26,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,Lo,LL,D,Fi,I,I,,,1,,,,1,,1,,,1,,,,,,,1,,,2.08,1,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,C,C,I,I,I,I,3,,,,,,,,,,,,,,,,1,1,,,,0.67,2,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,C,C,I,I,I,I,,20,,,1,1,2,,,,2,6,,,5,8,5,7,,,,9.47,20,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,C,C,I,I,I,I,,,21,4,1,8,4,,,,,,1,,5,3,12,5,1,,,18.27,21,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,S,SB,I,I,I,I,3,,,,,,,,,,,,,,,2,1,,,,,0.86,3,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,S,SB,I,I,I,I,,5,,1,,1,,,,,1,,,,,1,4,,,,,3.2,5,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,1,half_A,half_C,S,SB,I,I,I,I,,,5,,,,,,,,,2,,,,1,3,1,,,,1.19,5,1826,529,683,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,CB,Cr,I,I,I,,4,,,,,1,,,,2,2,,,4,,1,2,1,,,8.26,4,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,CB,Cr,I,I,I,,,14,2,,,2,,1,,,3,,,5,1,11,2,,,,8.43,14,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Lo,LL,D,Fe,I,I,,,1,,1,,1,,,,1,1,,,,,,,,1,,8.84,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Lo,LL,D,Ti,I,I,,,1,,,,,,,,1,,,,,,,1,,,,1.48,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Lo,UL,Ep,Ph/Ha,Di,R,,,1,1,1,,,,1,,,1,,,,,1,,,,,0.33,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Lo,L,D,Mc/Mt,I,I,,,1,,,1,,,1,,1,1,,,1,,,1,,,,0.64,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Lo,LL,Ep,I Mt,Di,L,,,1,1,1,,,,1,,,,,,,,,1,,,,2.16,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Ir,T,V,I,Ar,I,,,2,2,,1,,,,,,,1,,,,2,,,,,0.92,2,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,Ir,T,V,I,Ar,I,,1,,,,,,,,,,,,,,,1,,,,,0.49,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,UL,Sc,Sc,Gf,I,,1,,1,,,,,,,,1,,,1,,,1,,,,1.73,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,UL,Sc,Sc,Ss,I,,1,,,,1,,,,,1,1,,,1,,,,1,,,1.32,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,UL,Sc,I,I,I,,,1,1,,,,,,,1,1,,,1,,1,,,,,0.5,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,T,R,I,I,I,1,,,,,,,,,,,,,,,,1,,,,,0.32,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,T,R,I,I,I,,3,,,,,,,,,,,,,,2,1,,,,,0.36,3,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,T,R,I,I,L,,1,,,,,,,,,,,,,1,,1,,,,,0.28,1,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,F,T,R,I,I,I,,,11,,,3,,,,,,5,,,2,2,6,3,,,,2.38,11,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,C,C,I,I,I,I,,,40,1,1,1,6,,,,1,4,,,3,13,21,6,,,,17.54,40,1826,529,756,799
VFT,12,ND,Adult (not-senile? <35/40+),1,upper,2,half_B,half_C,C,C,I,I,I,I,9,,,,,,1,,,,,,,,,1,4,4,,,,3.4,9,1826,529,756,799
